date,open,high,low,close,volume
2025-04-01,22.770000457763672,22.908000946044922,21.6299991607666,21.850000381469727,8856200
2025-04-02,21.3700008392334,23.219999313354492,21.309999465942383,22.40999984741211,9222900
2025-04-03,20.079999923706055,22.31999969482422,20.010000228881836,21.579999923706055,10501900
2025-04-04,20.600000381469727,21.152000427246094,18.5,20.06999969482422,13320600
2025-04-07,18.5,22.860000610351562,18.219999313354492,21.329999923706055,13431000
2025-04-08,22.764999389648438,22.799999237060547,19.7450008392334,20.299999237060547,10048700
2025-04-09,20.239999771118164,24.889999389648438,19.670000076293945,24.139999389648438,18023900
2025-04-10,24.010000228881836,24.489999771118164,22.440000534057617,23.139999389648438,10024800
2025-04-11,23.049999237060547,23.469999313354492,22.040000915527344,23.280000686645508,6172700
2025-04-14,24.190000534057617,24.600000381469727,22.510000228881836,22.90999984741211,4688200
2025-04-15,22.899999618530273,23.40999984741211,22.149999618530273,22.920000076293945,7190900
2025-04-16,22.674999237060547,22.979999542236328,21.75,22.389999389648438,4526100
2025-04-17,22.729999542236328,23.98900032043457,22.280000686645508,23.389999389648438,6153400
2025-04-21,22.709999084472656,22.979999542236328,20.260000228881836,20.764999389648438,8348300
2025-04-22,21.174999237060547,21.969999313354492,20.68000030517578,21.299999237060547,5281300
2025-04-23,22.69499969482422,23.93199920654297,22.299999237060547,22.420000076293945,7991700
2025-04-24,23.0,24.780000686645508,22.889999389648438,24.06999969482422,9908000
2025-04-25,23.84000015258789,23.969999313354492,22.56999969482422,23.760000228881836,7878700
2025-04-28,24.100000381469727,25.197999954223633,23.170000076293945,24.25,6509700
2025-04-29,24.209999084472656,24.440000534057617,23.790000915527344,23.899999618530273,3713500
2025-04-30,22.850000381469727,23.229999542236328,22.065000534057617,23.209999084472656,5430500
2025-05-01,23.809999465942383,23.850000381469727,22.829999923706055,23.020000457763672,4439600
2025-05-02,24.344999313354492,27.56999969482422,24.329999923706055,26.420000076293945,19989000
2025-05-05,25.915000915527344,26.360000610351562,24.600000381469727,24.75,10944500
2025-05-06,24.204999923706055,25.336999893188477,23.767000198364258,25.079999923706055,6889500
2025-05-07,25.385000228881836,25.979999542236328,24.959999084472656,25.31999969482422,6138300
2025-05-08,25.895000457763672,25.940000534057617,24.899999618530273,25.25,6894100
2025-05-09,25.510000228881836,25.90999984741211,24.959999084472656,25.760000228881836,7707300
2025-05-12,27.170000076293945,27.450000762939453,26.1299991607666,27.15999984741211,14764300
2025-05-13,25.895000457763672,29.049999237060547,25.709999084472656,26.549999237060547,19634800
2025-05-14,26.989999771118164,28.450000762939453,26.030000686645508,26.25,14028800
